# 母集団は「機械打ち同士」——@kobalab/majiang-ai の思考を四人とも同じにして、一局戦を1000局打ち切らせた記録（2026-08-28・較正-1）。人の打ち筋ではない。
局	席	親	配牌	verdict	borderline	baseShanten	acceptTypes	acceptTiles	widthLabel	goodShapes	weakShapes	totalBlocks	shapeOK	shapeNeeded	hasValue	doraValue	redCount	yakuhaiPair	defHonors	defTerminals	結果	点棒	役	巡目
560	3	0	99m33588p1679s44z	attack	0	2	5	15	狭い	4	0	5	1	4	1	1	0	1	2	4	被ツモ	-2000		15
561	0	1	11456m129p36s125z	defend	0	4	16	56	非常に広い	2	1	3	0	4	0	0	0	0	3	4	被ツモ	-4000		10
561	1	0	189m0679p44578s7z	attack	1	3	17	59	非常に広い	3	1	4	0	4	1	1	1	0	1	3	被ツモ	-2000		10
561	2	0	3m134p12477s4567z	defend	0	5	22	75	非常に広い	2	1	3	0	4	0	0	0	0	4	2	被ツモ	-2000		10
561	3	0	14469m57p2068s36z	attack	1	5	23	79	非常に広い	2	1	3	0	4	1	1	1	0	2	2	和了	9000	断幺九1・ドラ2・赤ドラ2	10
562	0	1	357889m3p248s146z	defend	0	4	18	63	非常に広い	1	2	3	0	4	0	0	0	0	3	1	無関係	0		12
562	1	0	3466m256789p3s14z	attack	0	3	15	53	非常に広い	4	0	4	1	4	0	0	0	0	2	1	放銃	-8000		12
562	2	0	12m1246p157s1345z	defend	0	4	9	31	ふつう	0	4	4	0	4	0	0	0	0	4	3	無関係	0		12
562	3	0	246m340556p3699s	attack	0	3	25	87	非常に広い	4	1	5	1	4	1	1	1	0	0	2	和了	9000	立直1・平和1・断幺九1・ドラ1・赤ドラ1	12
563	0	1	1578m239p2248s15z	defend	0	5	27	95	非常に広い	3	0	3	0	4	0	0	0	0	2	2	流局	-1000		18
563	1	0	127m1267p124057s	attack	1	3	7	26	ふつう	2	4	6	0	4	1	1	1	0	0	3	流局	-1000		18
563	2	0	34m125p13567s125z	defend	0	3	8	28	ふつう	2	2	4	0	4	0	0	0	0	3	2	流局	-1000		18
563	3	0	1255m49p27889s66z	attack	1	3	21	71	非常に広い	3	1	4	0	4	1	1	0	1	2	3	流局	3000		18
564	0	1	147m18p34899s357z	defend	0	5	11	33	ふつう	1	0	2	0	4	0	0	0	0	3	4	無関係	0		10
564	1	0	18m466p122456s24z	defend	0	4	23	79	非常に広い	3	0	3	0	4	0	0	0	0	2	2	放銃	-7700		10
564	2	0	33699m145p19s466z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	0	1	3	5	無関係	0		10
564	3	0	1669m348p247s257z	defend	0	5	26	91	非常に広い	2	1	3	0	4	0	0	0	0	3	2	和了	8700	断幺九1・ドラ3	10
565	0	1	8m13477p1244s557z	attack	0	3	13	39	広い	4	1	5	1	4	1	1	0	1	3	2	放銃	-2000		7
565	1	0	3367m2368p7s3466z	attack	0	3	7	24	ふつう	4	1	5	1	4	1	1	0	1	4	0	和了	2000	翻牌 發1・ドラ1	7
565	2	0	224099m23488p13s	attack	0	2	6	18	狭い	5	1	6	1	4	1	1	1	0	0	3	無関係	0		7
565	3	0	568m57p1223s1357z	defend	0	4	16	53	非常に広い	2	1	3	0	4	0	0	0	0	4	1	無関係	0		7
566	0	1	4669m24p1468s122z	defend	0	4	22	75	非常に広い	2	2	4	0	4	0	0	0	0	3	2	無関係	0		15
566	1	0	346m3567p2279s15z	defend	0	3	18	63	非常に広い	3	1	4	0	4	0	0	0	0	2	1	和了	9000	立直1・赤ドラ1・裏ドラ2	15
566	2	0	579m579p358s1377z	attack	1	4	22	77	非常に広い	1	3	4	0	4	1	1	0	1	4	2	無関係	0		15
566	3	0	11227m2489p9s236z	defend	0	4	20	67	非常に広い	2	2	4	0	4	0	0	0	0	3	4	放銃	-8000		15
567	0	1	569m2469p466s245z	defend	0	5	25	87	非常に広い	2	1	3	0	4	0	0	0	0	3	2	和了	2900	断幺九1・赤ドラ1	12
567	1	0	2489m17p3458s345z	defend	0	4	17	62	非常に広い	1	2	3	0	4	0	0	0	0	3	2	放銃	-2900		12
567	2	0	3366m134p3s12347z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	5	1	無関係	0		12
567	3	0	1128m2346p13089s	attack	1	3	21	75	非常に広い	2	2	4	0	4	1	1	1	0	0	4	無関係	0		12
568	0	1	299m066p3448s156z	attack	1	3	7	21	ふつう	3	0	3	0	4	1	1	1	0	3	2	流局	0		13
568	1	0	1367m246p135s567z	defend	0	4	16	55	非常に広い	1	3	4	0	4	0	0	0	0	3	2	流局	0		13
568	2	0	19m7p12256789s57z	defend	0	4	18	63	非常に広い	3	0	3	0	4	0	0	0	0	2	4	流局	0		13
568	3	0	6678m14p69s23577z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	0	1	5	2	流局	0		13
569	0	1	239m26p246799s17z	defend	0	4	19	69	非常に広い	3	1	4	0	4	0	0	0	0	2	3	放銃	-5200		15
569	1	0	1368m123379p5s37z	defend	0	3	15	53	非常に広い	1	3	4	0	4	0	0	0	0	2	3	和了	8200	立直1・ドラ2	15
569	2	0	107m6p124488s367z	attack	1	4	19	63	非常に広い	2	2	4	0	4	1	1	1	0	3	2	無関係	0		15
569	3	0	445m1779p556s256z	defend	0	3	7	21	ふつう	3	0	3	0	4	0	0	0	0	3	2	無関係	0		15
570	0	1	1124m789p445s156z	defend	0	3	11	36	広い	3	1	4	0	4	0	0	0	0	3	3	被ツモ	-2000		12
570	1	0	388m1467p239s356z	defend	0	5	25	87	非常に広い	3	0	3	0	4	0	0	0	0	3	2	被ツモ	-1000		12
570	2	0	279m123p56889s37z	defend	0	3	14	48	広い	3	1	4	0	4	0	0	0	0	2	3	被ツモ	-1000		12
570	3	0	3m344578p456s344z	attack	0	2	13	44	広い	5	0	5	1	4	1	1	0	1	3	0	和了	5000	立直1・門前清自摸和1・赤ドラ1	12
571	0	1	466m17p123578s47z	defend	0	4	24	85	非常に広い	3	0	3	0	4	0	0	0	0	2	2	和了	2900	翻牌 中1・ドラ1	6
571	1	0	208m1346p1239s13z	attack	1	4	16	58	非常に広い	2	0	2	0	4	1	1	1	0	2	3	無関係	0		6
571	2	0	379m3378p12s4457z	defend	0	3	6	20	ふつう	3	2	5	0	4	0	0	0	0	4	2	無関係	0		6
571	3	0	145689m155699p6z	defend	0	3	14	48	広い	3	1	4	0	4	0	0	0	0	1	5	放銃	-2900		6
572	0	1	6m057p12589s2467z	attack	1	5	25	87	非常に広い	1	2	3	0	4	1	1	1	0	4	2	放銃	-1300		5
572	1	0	667m267p33557s47z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	2	0	無関係	0		5
572	2	0	79m34p347s333445z	attack	0	2	6	22	ふつう	4	1	5	1	4	1	1	0	1	6	1	和了	1300	自風 西1	5
572	3	0	24m44779p24069s1z	attack	1	3	15	51	非常に広い	3	1	4	0	4	1	1	1	0	1	2	無関係	0		5
573	0	1	19m1246p0s234447z	attack	1	4	16	58	非常に広い	1	2	3	0	4	1	1	1	0	6	3	無関係	0		7
573	1	0	24467m269p1466s5z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	1	2	無関係	0		7
573	2	0	6m3088p34478s111z	attack	0	2	7	24	ふつう	4	1	5	1	3	1	2	1	1	3	0	和了	2000	場風 東1・赤ドラ1	7
573	3	0	1359m347799p679s	attack	0	3	9	32	ふつう	4	1	5	1	4	0	0	0	0	0	5	放銃	-2000		7
574	0	1	49m13668p459s156z	defend	0	5	27	95	非常に広い	2	1	3	0	4	0	0	0	0	3	3	和了	1500	断幺九1	14
574	1	0	236m478p688s1345z	defend	0	5	26	91	非常に広い	3	0	3	0	4	0	0	0	0	4	0	無関係	0		14
574	2	0	4m68p6779s123367z	attack	1	4	17	57	非常に広い	2	2	4	0	4	1	1	0	1	6	1	放銃	-1500		14
574	3	0	67889m39p267s245z	defend	0	4	18	65	非常に広い	3	0	3	0	4	0	0	0	0	3	2	無関係	0		14
575	0	1	169m256799p4s246z	defend	0	5	25	87	非常に広い	2	0	2	0	4	0	0	0	0	3	4	被ツモ	-2000		9
575	1	0	1225m46p12345s34z	defend	0	3	12	41	広い	3	1	4	0	4	0	0	0	0	2	2	被ツモ	-1000		9
575	2	0	349m1220p1279s37z	attack	1	4	16	57	非常に広い	2	2	4	0	4	1	1	1	0	2	4	被ツモ	-1000		9
575	3	0	158m49p12057s566z	attack	1	4	9	27	ふつう	2	0	3	0	3	1	2	1	1	3	3	和了	5000	翻牌 發1・ドラ1・赤ドラ1	9
576	0	1	1238m166p2067s17z	attack	1	3	14	49	広い	3	0	3	0	4	1	1	1	0	2	2	放銃	-7700		16
576	1	0	56m38p114569s467z	defend	0	4	18	64	非常に広い	3	0	3	0	4	0	0	0	0	3	3	和了	9700	立直1・平和1・ドラ1・裏ドラ1	16
576	2	0	99m105p2245s2456z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	1	0	4	3	無関係	0		16
576	3	0	1567m15789p1347z	defend	0	4	14	48	広い	2	0	2	0	4	0	0	0	0	4	3	無関係	0		16
577	0	1	19m14067p159s157z	attack	1	5	13	44	広い	2	0	2	0	4	1	1	1	0	3	5	放銃	-5200		11
577	1	0	28m2245p1166s356z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	3	2	無関係	0		11
577	2	0	11569m699p4778s3z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	1	5	和了	6200	立直1・ドラ2	11
577	3	0	557m1246p467s126z	defend	0	4	20	71	非常に広い	2	2	4	0	4	0	0	0	0	3	1	無関係	0		11
578	0	1	23340m259p9s3577z	attack	0	4	19	65	非常に広い	3	0	3	1	3	1	2	1	1	4	2	放銃	-2600		8
578	1	0	447m2789p66679s2z	attack	0	2	12	43	広い	4	0	4	1	4	0	0	0	0	1	2	無関係	0		8
578	2	0	88m179p224s13666z	attack	1	3	15	50	非常に広い	3	1	4	0	4	1	1	0	1	5	2	無関係	0		8
578	3	0	6999m3358p478s12z	defend	0	4	24	86	非常に広い	3	0	3	0	4	0	0	0	0	2	3	和了	4600	立直1・裏ドラ1	8
579	0	1	128m44689p5s3677z	attack	1	4	23	79	非常に広い	2	2	4	0	4	1	1	0	1	4	2	和了	1500	翻牌 中1	10
579	1	0	137m3456p358s667z	attack	1	3	21	75	非常に広い	3	2	5	0	4	1	1	0	1	3	1	被ツモ	-500		10
579	2	0	6m269p122468s112z	attack	1	4	22	77	非常に広い	2	1	3	0	4	1	1	0	1	3	2	被ツモ	-500		10
579	3	0	2368m0p11379s357z	attack	1	4	17	61	非常に広い	2	2	4	0	4	1	1	1	0	3	3	被ツモ	-500		10
580	0	1	1m11369p234s4456z	defend	0	4	18	59	非常に広い	3	0	3	0	4	0	0	0	0	4	4	和了	1500	翻牌 白1	5
580	1	0	3456m33579p89s16z	defend	0	3	20	69	非常に広い	3	2	5	0	4	0	0	0	0	2	2	無関係	0		5
580	2	0	46m1078p05799s46z	attack	0	4	21	71	非常に広い	3	1	4	1	3	1	2	2	0	2	3	放銃	-1500		5
580	3	0	22688m25p237s237z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	3	0	無関係	0		5
581	0	1	1234677p579s225z	defend	0	2	5	16	狭い	3	2	5	0	4	0	0	0	0	3	2	無関係	0		11
581	1	0	14579m057p1123s5z	attack	0	3	17	59	非常に広い	4	1	5	1	4	1	1	1	0	1	4	無関係	0		11
581	2	0	123079m4p4s44566z	attack	0	3	20	69	非常に広い	3	1	4	1	3	1	2	1	1	5	2	和了	12000	翻牌 發1・対々和2・混一色2・赤ドラ1	11
581	3	0	5888m349p279s257z	defend	0	4	18	66	非常に広い	2	1	3	0	4	0	0	0	0	3	2	放銃	-12000		11
582	0	1	348m26p123589s77z	attack	1	3	20	73	非常に広い	3	1	4	0	4	1	1	0	1	2	2	被ツモ	-1300		6
582	1	0	2467m11478p148s6z	defend	0	4	20	73	非常に広い	3	1	4	0	4	0	0	0	0	1	3	被ツモ	-700		6
582	2	0	6789p36s2334557z	attack	0	4	19	63	非常に広い	3	0	3	1	3	1	2	0	1	7	1	和了	2700	自風 西1・翻牌 白1	6
582	3	0	13569m12369p459s	defend	0	3	9	32	ふつう	3	1	4	0	4	0	0	0	0	0	5	被ツモ	-700		6
583	0	1	56m126679p69s244z	defend	0	3	6	20	ふつう	3	2	5	0	4	0	0	0	0	3	3	被ツモ	-4000		12
583	1	0	24m2799p58s35556z	attack	1	4	21	74	非常に広い	2	1	3	0	4	1	1	0	1	5	2	和了	9000	翻牌 白1・ドラ3・赤ドラ1	12
583	2	0	128m407p114789s7z	attack	1	3	20	72	非常に広い	3	1	4	0	4	1	1	1	0	1	4	被ツモ	-2000		12
583	3	0	16m1366p258s2567z	defend	0	5	11	33	ふつう	1	0	2	0	4	0	0	0	0	4	2	被ツモ	-2000		12
584	0	1	11235m6p3489s345z	defend	0	4	18	63	非常に広い	3	1	4	0	4	0	0	0	0	3	3	流局	-1000		18
584	1	0	58m2p2406889s447z	attack	1	4	22	75	非常に広い	3	0	3	0	4	1	1	1	0	3	1	流局	-1000		18
584	2	0	330m356p123s1257z	attack	1	4	19	66	非常に広い	3	0	3	0	4	1	1	1	0	4	1	流局	3000		18
584	3	0	15m2579p12459s36z	defend	0	5	23	83	非常に広い	1	2	3	0	4	0	0	0	0	2	4	流局	-1000		18
585	0	1	55m79p346889s267z	defend	0	3	5	18	狭い	3	1	4	0	4	0	0	0	0	3	2	流局	3000		18
585	1	0	18m237p1357s1457z	defend	0	5	20	73	非常に広い	1	2	3	0	4	0	0	0	0	4	2	流局	-1000		18
585	2	0	440699m16688p25s	attack	0	2	5	15	狭い	4	0	5	1	4	1	1	1	0	0	3	流局	-1000		18
585	3	0	2m24p11306899s46z	defend	0	3	5	16	狭い	3	1	4	0	4	1	1	1	0	2	4	流局	-1000		18
586	0	1	1247m256p0799s66z	attack	0	3	6	20	ふつう	3	2	5	1	3	1	2	1	1	2	3	和了	1500	翻牌 發1	11
586	1	0	113489m166p39s13z	defend	0	4	22	75	非常に広い	3	1	4	0	4	0	0	0	0	2	5	無関係	0		11
586	2	0	4599m4589p77s155z	attack	0	3	15	47	広い	5	1	6	1	4	1	1	0	1	3	3	無関係	0		11
586	3	0	06m8p13356s23677z	attack	0	4	20	67	非常に広い	4	0	4	1	3	1	2	1	1	5	1	放銃	-1500		11
587	0	1	2407m124678p5s47z	attack	1	3	10	33	ふつう	2	1	3	0	4	1	1	1	0	2	1	被ツモ	-6000		7
587	1	0	88m1235688p234s1z	attack	0	1	4	12	ふつう	5	0	5	1	4	0	0	0	0	1	1	被ツモ	-3000		7
587	2	0	566m558p1359s336z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	0	1	3	2	和了	14000	立直1・一発1・門前清自摸和1・自風 西1・裏ドラ2	7
587	3	0	238m333479p09s27z	attack	1	4	21	75	非常に広い	3	1	4	0	4	1	1	1	0	2	2	被ツモ	-3000		7
588	0	1	248m1348p5678s44z	attack	0	3	22	77	非常に広い	4	1	5	1	4	0	0	0	0	2	1	被ツモ	-4000		11
588	1	0	8m34779p49s23677z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	0	1	5	2	被ツモ	-2000		11
588	2	0	3578m0667p237s35z	attack	0	3	17	61	非常に広い	4	1	5	1	4	1	1	1	0	2	0	和了	9000	立直1・門前清自摸和1・平和1・赤ドラ1・裏ドラ1	11
588	3	0	4m134789p34459s7z	attack	0	3	20	70	非常に広い	4	0	4	1	4	0	0	0	0	1	3	被ツモ	-2000		11
589	0	1	34m789p13s134667z	attack	1	3	8	26	ふつう	3	1	4	0	4	1	1	0	1	6	2	和了	2500	翻牌 中1	9
589	1	0	89m11456p588s224z	attack	0	2	4	10	狭い	4	1	5	1	4	1	1	0	1	3	3	放銃	-1500		9
589	2	0	158m2358p259s135z	defend	0	6	13	39	広い	0	0	1	0	4	0	0	0	0	3	2	無関係	0		9
589	3	0	1223079m1p4799s1z	attack	1	4	21	71	非常に広い	2	1	3	0	4	1	1	1	0	1	5	無関係	0		9
590	0	1	107m45779p24067s	attack	0	2	6	22	ふつう	4	1	5	1	3	1	2	2	0	0	2	放銃	-5200		8
590	1	0	1236m208p378s145z	attack	1	5	24	88	非常に広い	2	0	2	0	4	1	1	1	0	3	1	無関係	0		8
590	2	0	167m2366p1458s45z	attack	0	4	17	61	非常に広い	4	0	4	1	4	0	0	0	0	2	2	和了	6200	立直1・一発1・断幺九1	8
590	3	0	2568m13p114677s7z	defend	0	3	6	20	ふつう	3	2	5	0	4	0	0	0	0	1	3	無関係	0		8
591	0	1	1356m0669s13447z	attack	1	4	18	59	非常に広い	3	1	4	0	4	1	1	1	0	5	2	被ツモ	-4000		11
591	1	0	257m234678p689s6z	defend	0	2	7	23	ふつう	2	2	4	0	4	0	0	0	0	1	1	和了	10000	立直1・門前清自摸和1・断幺九1・ドラ1・裏ドラ1	11
591	2	0	8m2058p1135s3457z	attack	1	4	9	27	ふつう	2	0	3	0	4	1	1	1	0	4	2	被ツモ	-2000		11
591	3	0	139m124p77s12356z	defend	0	5	23	79	非常に広い	1	2	3	0	4	0	0	0	0	5	3	被ツモ	-2000		11
592	0	1	7m489p245678s257z	defend	0	4	23	81	非常に広い	2	1	3	0	4	0	0	0	0	3	1	和了	13700	立直1・一発1・門前清自摸和1・翻牌 白1	10
592	1	0	138m367p2408s147z	attack	1	5	23	83	非常に広い	2	1	3	0	4	1	1	1	0	3	1	被ツモ	-3900		10
592	2	0	236m1126789p358s	defend	0	3	20	71	非常に広い	3	1	4	0	4	0	0	0	0	0	3	被ツモ	-3900		10
592	3	0	1799m389p5s12356z	defend	0	4	5	20	ふつう	1	0	2	0	4	0	0	0	0	5	4	被ツモ	-3900		10
593	0	1	125m138p1567s334z	defend	0	3	15	54	非常に広い	2	2	4	0	4	0	0	0	0	3	3	和了	7000	立直1・門前清自摸和1・裏ドラ1	15
593	1	0	4588m99p1458s236z	attack	0	4	18	59	非常に広い	4	0	4	1	4	0	0	0	0	3	3	被ツモ	-2000		15
593	2	0	9m126p24078s1256z	attack	1	5	22	77	非常に広い	2	1	3	0	4	1	1	1	0	4	2	被ツモ	-2000		15
593	3	0	8m335679p3379s67z	defend	0	3	13	43	広い	3	1	4	0	4	0	0	0	0	2	2	被ツモ	-2000		15
594	0	1	367m125689p38s37z	defend	0	4	10	35	ふつう	2	2	4	0	4	0	0	0	0	2	2	放銃	-1000		11
594	1	0	2369m677p5578s46z	attack	0	4	22	75	非常に広い	4	0	4	1	4	0	0	0	0	2	1	無関係	0		11
594	2	0	47m4899p69s34566z	attack	1	4	9	27	ふつう	2	0	2	0	4	1	1	0	1	5	3	無関係	0		11
594	3	0	8m23455p122678s2z	attack	0	2	10	33	ふつう	4	0	4	1	4	0	0	0	0	1	1	和了	1000	断幺九1	11
595	0	1	578m39p23068s555z	attack	0	3	24	86	非常に広い	4	0	4	1	3	1	2	1	1	3	1	無関係	0		16
595	1	0	24058m1125p344s4z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	1	0	1	2	無関係	0		16
595	2	0	1789m2569p269s77z	attack	1	4	20	72	非常に広い	3	0	3	0	4	1	1	0	1	2	4	放銃	-3900		16
595	3	0	23346m20p348s346z	attack	1	5	26	91	非常に広い	3	0	3	0	4	1	1	1	0	3	0	和了	4900	断幺九1・ドラ1・赤ドラ1	16
596	0	1	8m1126p224699s15z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	2	4	被ツモ	-2000		6
596	1	0	344m12367p478s46z	attack	0	3	16	58	非常に広い	4	0	4	1	4	0	0	0	0	2	1	和了	5000	立直1・門前清自摸和1・ドラ1	6
596	2	0	3679m340p2466s36z	attack	1	3	13	44	広い	3	1	4	0	4	1	1	1	0	2	1	被ツモ	-1000		6
596	3	0	225m24489p369s34z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	2	2	被ツモ	-1000		6
597	0	1	23056m57p09s3445z	attack	0	4	21	71	非常に広い	3	1	4	1	3	1	2	2	0	4	1	和了	12700	立直1・一発1・門前清自摸和1・赤ドラ1	5
597	1	0	1447m1348p336s15z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	2	2	被ツモ	-3900		5
597	2	0	57m2278p1238s127z	defend	0	3	11	38	広い	3	1	4	0	4	0	0	0	0	3	1	被ツモ	-3900		5
597	3	0	348m3347p368s126z	defend	0	5	28	99	非常に広い	2	1	3	0	4	0	0	0	0	3	0	被ツモ	-3900		5
598	0	1	0788m13368p2s447z	attack	1	3	13	39	広い	3	2	5	0	4	1	1	1	0	3	1	被ツモ	-3900		16
598	1	0	12578m779p39s356z	defend	0	5	25	87	非常に広い	2	1	3	0	4	0	0	0	0	3	3	被ツモ	-2000		16
598	2	0	269m224567p7s123z	defend	0	5	26	91	非常に広い	3	0	3	0	4	0	0	0	0	3	1	和了	8900	立直1・門前清自摸和1・ドラ1・裏ドラ1	16
598	3	0	13468m288s12467z	defend	0	5	19	63	非常に広い	2	1	3	0	4	0	0	0	0	5	1	被ツモ	-2000		16
599	0	1	579m40678p148s26z	attack	1	4	21	75	非常に広い	2	1	3	0	4	1	1	1	0	2	2	和了	11600	三色同順1・ドラ1・赤ドラ2	8
599	1	0	67m12p257899s136z	defend	0	4	15	51	非常に広い	3	1	4	0	4	0	0	0	0	3	3	放銃	-11600		8
599	2	0	348m1355p2336s36z	defend	0	4	22	75	非常に広い	3	1	4	0	4	0	0	0	0	2	1	無関係	0		8
599	3	0	8m348p178s245677z	attack	1	5	24	83	非常に広い	3	0	3	0	4	1	1	0	1	6	1	無関係	0		8
600	0	1	4799m2067p068s67z	attack	0	4	21	74	非常に広い	3	0	3	1	3	1	2	2	0	2	2	無関係	0		7
600	1	0	11m138p123479s55z	defend	0	2	4	12	狭い	3	2	5	0	4	1	1	0	1	2	5	和了	2000	翻牌 白1・一気通貫1	7
600	2	0	3m1668p22488s222z	attack	0	2	4	12	狭い	4	0	4	1	4	0	0	0	0	3	1	無関係	0		7
600	3	0	7m33679p677s3457z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	4	1	放銃	-2000		7
601	0	1	156m5p123478s346z	defend	0	4	20	71	非常に広い	3	0	3	0	4	0	0	0	0	3	2	放銃	-3900		6
601	1	0	378m2689p159s777z	attack	1	4	25	92	非常に広い	2	1	3	0	4	1	1	0	1	3	3	無関係	0		6
601	2	0	4099m7p238s12356z	attack	1	5	23	79	非常に広い	3	0	3	0	4	1	1	1	0	5	2	和了	3900	場風 東1・ドラ1・赤ドラ1	6
601	3	0	29m45678p26s1467z	defend	0	5	22	79	非常に広い	2	0	2	0	4	0	0	0	0	4	1	無関係	0		6
602	0	1	467m406p269s1357z	attack	1	5	21	74	非常に広い	2	0	2	0	4	1	1	1	0	4	1	無関係	0		9
602	1	0	30668m47p3479s67z	attack	1	4	22	79	非常に広い	2	2	4	0	4	1	1	1	0	2	1	和了	3900	断幺九1・三色同順1・赤ドラ1	9
602	2	0	78m12689p3056s14z	attack	1	3	6	24	ふつう	2	3	5	0	4	1	1	1	0	2	2	無関係	0		9
602	3	0	36m24489p128s115z	attack	1	4	26	91	非常に広い	2	2	4	0	4	1	1	0	1	3	2	放銃	-3900		9
603	0	1	18m28p34469s1247z	defend	0	5	11	33	ふつう	1	0	2	0	4	0	0	0	0	4	2	無関係	0		8
603	1	0	10m36p15689s2347z	attack	1	6	33	119	非常に広い	1	1	2	0	4	1	1	1	0	4	3	無関係	0		8
603	2	0	6689m68p120778s2z	attack	1	3	7	24	ふつう	2	4	6	0	4	1	1	1	0	1	2	和了	7200	立直1・ドラ1・赤ドラ1	8
603	3	0	2599m2777p1123s1z	attack	0	3	17	58	非常に広い	4	0	4	1	4	0	0	0	0	1	4	放銃	-5200		8
604	0	1	3066778m13p3s357z	attack	1	3	15	53	非常に広い	3	1	4	0	4	1	1	1	0	3	1	放銃	-5200		14
604	1	0	479m5789p168s122z	attack	1	3	17	61	非常に広い	2	2	4	0	4	1	1	0	1	3	3	無関係	0		14
604	2	0	248m167p139s1134z	attack	1	4	17	61	非常に広い	2	2	4	0	4	1	1	0	1	4	3	無関係	0		14
604	3	0	159m1667p37899s5z	defend	0	4	9	27	ふつう	2	0	3	0	4	0	0	0	0	1	5	和了	7200	立直1・赤ドラ1・裏ドラ1	14
605	0	1	2m122367p3s13456z	defend	0	5	22	75	非常に広い	2	0	2	0	4	0	0	0	0	5	1	無関係	0		7
605	1	0	1349m348p27s3677z	attack	1	5	29	103	非常に広い	3	0	3	0	4	1	1	0	1	4	2	和了	3000	翻牌 中1・ドラ1	7
605	2	0	2358m46p37789s14z	defend	0	4	21	73	非常に広い	2	1	3	0	4	0	0	0	0	2	1	放銃	-2000		7
605	3	0	66m59p6689s35667z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	0	1	5	2	無関係	0		7
606	0	1	359m129p19s12233z	defend	0	4	26	91	非常に広い	2	2	4	0	4	0	0	0	0	5	5	和了	2900	混全帯幺九1	11
606	1	0	6m36p112356s1557z	attack	0	4	23	79	非常に広い	4	0	4	1	4	1	1	0	1	4	2	放銃	-2900		11
606	2	0	245m23457p0s1466z	attack	0	3	16	56	非常に広い	4	0	4	1	3	1	2	1	1	4	0	無関係	0		11
606	3	0	3468p1336778s44z	attack	0	2	6	20	ふつう	5	1	6	1	4	1	1	0	1	2	1	無関係	0		11
607	0	1	3589m29p24s22236z	defend	0	3	12	44	広い	1	3	4	0	4	0	0	0	0	5	2	放銃	-3900		15
607	1	0	4679m36p11168s56z	defend	0	3	13	48	広い	2	1	3	0	4	0	0	0	0	2	4	無関係	0		15
607	2	0	2369m24579p566s5z	defend	0	4	23	81	非常に広い	3	1	4	0	4	0	0	0	0	1	2	無関係	0		15
607	3	0	48m339p24789s114z	attack	1	3	15	52	非常に広い	3	1	4	0	4	1	1	0	1	3	2	和了	4900	場風 東1・ドラ2	15
608	0	1	148m12348p1288s2z	defend	0	4	21	73	非常に広い	2	1	3	0	4	0	0	0	0	1	3	放銃	-1000		9
608	1	0	1133568m889p45s1z	attack	0	3	16	51	非常に広い	5	0	5	1	4	0	0	0	0	1	3	和了	1000	断幺九1	9
608	2	0	08m369p134677s22z	attack	1	4	24	83	非常に広い	3	0	3	0	4	1	1	1	0	2	2	無関係	0		9
608	3	0	4479m13577p07s57z	attack	1	3	7	24	ふつう	2	3	5	0	4	1	1	1	0	2	2	無関係	0		9
609	0	1	366m2489p127s446z	defend	0	3	5	16	狭い	2	3	5	0	4	0	0	0	0	3	2	無関係	0		3
609	1	0	4458m133p11268s7z	defend	0	3	7	21	ふつう	3	0	4	0	4	0	0	0	0	1	3	和了	2000	翻牌 中1・ドラ1	3
609	2	0	127m25789p46s227z	defend	0	3	16	57	非常に広い	2	2	4	0	4	0	0	0	0	3	2	無関係	0		3
609	3	0	3679m220567p0s57z	attack	0	4	23	79	非常に広い	4	0	4	1	3	1	2	2	0	2	1	放銃	-2000		3
610	0	1	2237799m127p24s4z	defend	0	3	15	47	広い	3	2	5	0	4	0	0	0	0	1	3	被ツモ	-1300		9
610	1	0	30m14567p389s247z	attack	1	4	19	67	非常に広い	2	2	4	0	4	1	1	1	0	3	2	被ツモ	-700		9
610	2	0	88m889p124408s17z	defend	0	3	7	21	ふつう	3	0	4	0	4	1	1	1	0	2	2	和了	2700	断幺九1・赤ドラ1	9
610	3	0	124m137p23389s35z	defend	0	4	20	71	非常に広い	1	3	4	0	4	0	0	0	0	2	3	被ツモ	-700		9
611	0	1	6m1499p124579s25z	defend	0	4	17	61	非常に広い	2	2	4	0	4	0	0	0	0	2	5	無関係	0		7
611	1	0	237m25p1106s1146z	attack	0	4	24	83	非常に広い	4	0	4	1	3	1	2	1	1	4	2	無関係	0		7
